sleep_date,duration_hrs,total_deep_hrs,total_light_hrs,total_interpurt_hrs,total_unknown_hrs,total_toss_turns,avg_percent_rem_hrs
2013-11-06,8.3666666666666671,0.0,0.0,0.0,0.0,0,0.0
2013-11-07,4.666666666666667,0.0,0.0,0.0,0.0,0,0.0
2013-11-08,11.1,0.0,0.0,0.0,0.0,0,0.0
2013-11-09,7.2333333333333334,0.0,0.0,0.0,0.0,0,0.0
2013-11-10,4.2666666666666666,0.0,0.0,0.0,0.0,0,0.0
2013-11-11,6.2833333333333332,0.0,0.0,0.0,0.0,0,0.0
2013-11-12,6.6333333333333337,0.0,0.0,0.0,0.0,0,0.0
2013-11-13,8.9333333333333336,0.0,0.0,0.0,0.0,0,0.0
2013-11-14,4.6833333333333336,0.0,0.0,0.0,0.0,0,0.0
2013-11-15,10.766666666666667,0.0,0.0,0.0,0.0,0,0.0
2013-11-16,5.416666666666667,0.0,0.0,0.0,0.0,0,0.0
2013-11-17,8.4833333333333325,0.0,0.0,0.0,0.0,0,0.0
2013-11-18,8.2,0.0,0.0,0.0,0.0,0,0.0
2013-11-19,8.2666666666666675,0.0,0.0,0.0,0.0,0,0.0
2013-11-20,5.95,0.0,0.0,0.0,0.0,0,0.0
2013-11-21,8.0,0.0,0.0,0.0,0.0,0,0.0
2013-11-22,10.9,0.0,0.0,0.0,0.0,0,0.0
2013-11-23,11.05,0.0,0.0,0.0,0.0,0,0.0
2013-11-24,8.5,0.0,0.0,0.0,0.0,0,0.0
2013-11-25,10.816666666666666,0.0,0.0,0.0,0.0,0,0.0
2013-11-26,8.2333333333333325,0.0,0.0,0.0,0.0,0,0.0
2013-11-27,10.0,0.0,0.0,0.0,0.0,0,0.0
2013-11-28,7.8666666666666663,0.0,0.0,0.0,0.0,0,0.0
2013-11-29,8.6833333333333336,0.0,0.0,0.0,0.0,0,0.0
2013-11-30,7.7833333333333332,0.0,0.0,0.0,0.0,0,0.0
2013-12-01,7.1333333333333337,0.0,0.0,0.0,0.0,0,0.0
2013-12-02,7.0,0.0,0.0,0.0,0.0,0,0.0
2013-12-03,3.55,0.0,0.0,0.0,0.0,0,0.0
2013-12-04,9.7333333333333325,0.0,0.0,0.0,0.0,0,0.0
2013-12-05,5.0,0.0,0.0,0.0,0.0,0,0.0
2013-12-06,7.7166666666666668,0.0,0.0,0.0,0.0,0,0.0
2013-12-07,8.9833333333333325,0.0,0.0,0.0,0.0,0,0.0
2013-12-08,8.4,0.0,0.0,0.0,0.0,0,0.0
2013-12-09,9.9166666666666661,0.0,0.0,0.0,0.0,0,0.0
2013-12-10,2.8833333333333333,0.0,0.0,0.0,0.0,0,0.0
2013-12-11,5.8833333333333337,0.0,0.0,0.0,0.0,0,0.0
2013-12-12,5.0,0.0,0.0,0.0,0.0,0,0.0
2013-12-13,10.533333333333333,0.0,0.0,0.0,0.0,0,0.0
2013-12-14,7.4,0.0,0.0,0.0,0.0,0,0.0
2013-12-15,7.4,0.0,0.0,0.0,0.0,0,0.0
2013-12-16,3.8333333333333335,0.0,0.0,0.0,0.0,0,0.0
2013-12-17,7.4833333333333334,0.0,0.0,0.0,0.0,0,0.0
2013-12-18,6.7,0.0,0.0,0.0,0.0,0,0.0
2013-12-19,9.4166666666666661,0.0,0.0,0.0,0.0,0,0.0
2013-12-20,8.6833333333333336,0.0,0.0,0.0,0.0,0,0.0
2013-12-21,7.7166666666666668,0.0,0.0,0.0,0.0,0,0.0
2013-12-22,9.1166666666666671,0.0,0.0,0.0,0.0,0,0.0
2013-12-23,5.8166666666666664,0.0,0.0,0.0,0.0,0,0.0
2013-12-24,8.05,0.0,0.0,0.0,0.0,0,0.0
2013-12-25,9.95,0.0,0.0,0.0,0.0,0,0.0
2013-12-26,8.0666666666666664,0.0,0.0,0.0,0.0,0,0.0
2013-12-27,6.7,0.0,0.0,0.0,0.0,0,0.0
2013-12-28,7.1833333333333336,0.0,0.0,0.0,0.0,0,0.0
2013-12-29,8.3666666666666671,0.0,0.0,0.0,0.0,0,0.0
2013-12-30,7.65,0.0,0.0,0.0,0.0,0,0.0
2013-12-31,7.65,0.0,0.0,0.0,0.0,0,0.0
2014-01-01,7.7833333333333332,0.0,0.0,0.0,0.0,0,0.0
2014-01-02,7.3833333333333337,0.0,0.0,0.0,0.0,0,0.0
2014-01-03,8.5166666666666675,0.0,0.0,0.0,0.0,0,0.0
2014-01-04,6.65,0.0,0.0,0.0,0.0,0,0.0
2014-01-05,6.7833333333333332,0.0,0.0,0.0,0.0,0,0.0
2014-01-06,6.8833333333333337,0.0,0.0,0.0,0.0,0,0.0
2014-01-07,10.016666666666667,0.0,0.0,0.0,0.0,0,0.0
2014-01-08,5.7833333333333332,0.0,0.0,0.0,0.0,0,0.0
2014-01-09,8.2166666666666668,0.0,0.0,0.0,0.0,0,0.0
2014-01-10,7.0333333333333332,0.0,0.0,0.0,0.0,0,0.0
2014-01-11,8.6666666666666661,0.0,0.0,0.0,0.0,0,0.0
2014-01-12,7.85,0.0,0.0,0.0,0.0,0,0.0
2014-01-13,9.0166666666666675,0.0,0.0,0.0,0.0,0,0.0
